x0,y0,err0,x1,y1,err1,x2,y2,err2,x3,y3,err3,x4,y4,err4,x5,y5,err5,processed_y0,processed_err0,processed_y1,processed_err1,processed_y2,processed_err2,processed_y3,processed_err3,processed_y4,processed_err4,processed_y5,processed_err5,processed_y,processed_err
1.201461378,14.16854054,0.733743243,1.201461378,23.52544,0.81224,1.201461378,7.729455334,0.324329078,1.201461378,1.059223938,0.20710186,1.201461378,0.0,0.0,1.201461378,5.07428465930656,0.620430418287612,14.16854054,0.733743243,23.52544,0.81224,7.729455334,0.324329078,1.059223938,0.20710186,17.368864865,0.826189189,5.07428465930656,0.620430418287612,68.92580933630656,1.5536138437388378
1.203590814,14.04625,0.856033784,1.203590814,0.0,0.0,1.203590814,7.729455334,0.324329078,1.203590814,1.008050601,0.197096333,1.203590814,17.44397297,0.826189189,1.203590814,0.0,0.0,14.04625,0.856033784,23.41468,0.77532,7.729455334,0.324329078,1.008050601,0.197096333,17.44397297,0.826189189,5.313419586558405,0.6975702769463286,68.95582849155842,1.627004647924274
1.205720251,14.04625,0.856033784,1.205720251,23.30392,0.7384,1.205720251,7.729455334,0.324329078,1.205720251,0.978939008,0.16798474,1.205720251,17.59418919,0.826189189,1.205720251,5.55255451381025,0.774710135605045,14.04625,0.856033784,23.30392,0.7384,7.729455334,0.324329078,0.978939008,0.16798474,17.59418919,0.826189189,5.55255451381025,0.774710135605045,69.20530804581026,1.6414021424648564
1.207849687,13.80166892,0.856033784,1.207849687,0.0,0.0,1.207849687,7.729455334,0.324329078,1.207849687,0.0,0.0,1.207849687,0.0,0.0,1.207849687,0.0,0.0,13.80166892,0.856033784,23.15624,0.7384,7.729455334,0.324329078,0.978939008,0.16798474,17.6692973,0.826189189,5.651760462280945,0.7885516663097695,68.98736102428094,1.6479802576241465
1.209979123,13.67937838,0.733743243,1.209979123,23.00856,0.7384,1.209979123,7.411653809,0.31099408,1.209979123,0.978939008,0.16798474,1.209979123,17.74440541,0.826189189,1.209979123,5.75096641075164,0.802393197014494,13.67937838,0.733743243,23.00856,0.7384,7.411653809,0.31099408,0.978939008,0.16798474,17.74440541,0.826189189,5.75096641075164,0.802393197014494,68.57390301775163,1.5921599530046249
1.212108559,13.4347973,0.733743243,1.212108559,0.0,0.0,1.212108559,7.411653809,0.31099408,1.212108559,0.978939008,0.16798474,1.212108559,18.04483784,0.826189189,1.212108559,0.0,0.0,13.4347973,0.733743243,22.910106666666668,0.7384,7.411653809,0.31099408,0.978939008,0.16798474,18.04483784,0.826189189,5.75096641075164,0.802393197014494,68.5313010344183,1.5921599530046249
1.214237996,13.19021622,0.733743243,1.214237996,0.0,0.0,1.214237996,7.411653809,0.31099408,1.214237996,0.951233858,0.14027959,1.214237996,0.0,0.0,1.214237996,5.75096641075164,0.802393197014494,13.19021622,0.733743243,22.811653333333332,0.7384,7.411653809,0.31099408,0.951233858,0.14027959,18.1575,0.863743243,5.75096641075164,0.802393197014494,68.27322363108497,1.6093155750992623
1.216367432,12.82334459,0.856033784,1.216367432,22.7132,0.7384,1.216367432,7.411653809,0.31099408,1.216367432,0.951233858,0.14027959,1.216367432,18.27016216,0.901297297,1.216367432,5.52877166032858,0.580198446591439,12.82334459,0.856033784,22.7132,0.7384,7.411653809,0.31099408,0.951233858,0.14027959,18.27016216,0.901297297,5.52877166032858,0.580198446591439,67.69836607732859,1.5948012840230592
1.218496868,12.57876351,0.856033784,1.218496868,0.0,0.0,1.218496868,7.411653809,0.31099408,1.218496868,0.0,0.0,1.218496868,0.0,0.0,1.218496868,0.0,0.0,12.57876351,0.856033784,22.56552,0.7384,7.411653809,0.31099408,0.951233858,0.14027959,18.420378375,0.901297297,5.47608084887617,0.5275076351390285,67.40363040087617,1.5763962710005532
1.220626305,12.33418243,0.856033784,1.220626305,22.41784,0.7384,1.220626305,7.106918897,0.298207358,1.220626305,0.951233858,0.14027959,1.220626305,18.57059459,0.901297297,1.220626305,5.42339003742376,0.474816823686618,12.33418243,0.856033784,22.41784,0.7384,7.106918897,0.298207358,0.951233858,0.14027959,18.57059459,0.901297297,5.42339003742376,0.474816823686618,66.80415981242376,1.5570556267264897
1.222755741,12.21189189,0.733743243,1.222755741,0.0,0.0,1.222755741,7.106918897,0.298207358,1.222755741,0.951233858,0.14027959,1.222755741,18.94613514,0.976405405,1.222755741,0.0,0.0,12.21189189,0.733743243,22.319386666666666,0.7384,7.106918897,0.298207358,0.951233858,0.14027959,18.94613514,0.976405405,5.47608084887617,0.5275076351390285,67.01164730054283,1.5568723513593687
1.224885177,12.08960135,0.856033784,1.224885177,0.0,0.0,1.224885177,0.0,0.0,1.224885177,0.951233858,0.14027959,1.224885177,0.0,0.0,1.224885177,5.52877166032858,0.580198446591439,12.08960135,0.856033784,22.220933333333335,0.7384,7.106918897,0.298207358,0.951233858,0.14027959,19.17145946,0.976405405,5.52877166032858,0.580198446591439,67.06891855866192,1.6360416080973001
1.227014614,12.21189189,0.978324324,1.227014614,22.12248,0.7384,1.227014614,7.106918897,0.298207358,1.227014614,0.931644404,0.159869044,1.227014614,19.39678378,0.976405405,1.227014614,0.0,0.0,12.21189189,0.978324324,22.12248,0.7384,7.106918897,0.298207358,0.931644404,0.159869044,19.39678378,0.976405405,5.52877166032858,0.580198446591439,67.29849063132858,1.7049447307362204
1.22914405,12.21189189,0.978324324,1.22914405,0.0,0.0,1.22914405,6.966946621,0.438179634,1.22914405,0.886634702,0.152145434,1.22914405,0.0,0.0,1.22914405,5.52877166032858,0.580198446591439,12.21189189,0.978324324,22.04864,0.7384,6.966946621,0.438179634,0.886634702,0.152145434,19.58455405,0.9388513510000001,5.52877166032858,0.580198446591439,67.22743892332858,1.7133519090867244
1.231273486,12.33418243,1.100614865,1.231273486,21.9748,0.7384,1.231273486,6.966946621,0.438179634,1.231273486,0.0,0.0,1.231273486,19.77232432,0.901297297,1.231273486,0.0,0.0,12.33418243,1.100614865,21.9748,0.7384,6.966946621,0.438179634,0.8740882885000001,0.1395990205,19.77232432,0.901297297,5.540663087069415,0.677454291098242,67.46300474656941,1.799821672650607
